image_path,image_std,image_mean,image_max,image_min,image_contrast
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_13/case4101/D_4101_1.RIGHT_MLO.png,14289.909834250495,13009.839664846084,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_13/case4101/D_4101_1.LEFT_CC.png,12939.604498806953,8406.627379936543,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_13/case4101/D_4101_1.RIGHT_CC.png,15510.400212750219,10688.215099524397,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_13/case4101/D_4101_1.LEFT_MLO.png,15334.443364903374,13749.420679584655,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_13/case4140/D_4140_1.LEFT_CC.png,17289.901175972052,14042.934652087139,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_13/case4140/D_4140_1.RIGHT_MLO.png,17780.017393159953,17061.012710645005,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_13/case4140/D_4140_1.LEFT_MLO.png,17655.333302296298,17882.765965695133,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_13/case4140/D_4140_1.RIGHT_CC.png,17663.35750975622,14300.407977611138,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_13/case4200/D_4200_1.LEFT_MLO.png,18873.00078605583,18382.91427724653,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_13/case4200/D_4200_1.LEFT_CC.png,15197.360185338137,17726.262475240175,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_13/case4200/D_4200_1.RIGHT_MLO.png,16477.707857079284,13625.403446482584,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_13/case4200/D_4200_1.RIGHT_CC.png,15678.256735384688,18510.311524243094,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_13/case4163/D_4163_1.LEFT_MLO.png,16485.90840663922,13427.03012528042,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_13/case4163/D_4163_1.RIGHT_CC.png,13274.724854226846,8110.432434785648,65534,0,65534
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_13/case4163/D_4163_1.LEFT_CC.png,14841.510206870858,9689.660731422044,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_13/case4163/D_4163_1.RIGHT_MLO.png,16623.16462230906,13222.228048281273,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_13/case4130/D_4130_1.RIGHT_CC.png,17565.541698965895,8545.594305483512,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_13/case4130/D_4130_1.LEFT_MLO.png,17209.726555756217,13130.547826611955,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_13/case4130/D_4130_1.LEFT_CC.png,16864.309170654116,10430.36221411597,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_13/case4130/D_4130_1.RIGHT_MLO.png,17264.98145120536,10852.559828135887,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_13/case4192/D_4192_1.RIGHT_MLO.png,16032.361334867022,11237.444665404606,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_13/case4192/D_4192_1.LEFT_MLO.png,16400.372462385607,11921.673189618223,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_13/case4192/D_4192_1.RIGHT_CC.png,15843.174775456973,9514.464275822173,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_13/case4192/D_4192_1.LEFT_CC.png,17810.09695104907,12738.99865915599,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_13/case4152/D_4152_1.LEFT_CC.png,17275.179117420066,11842.73604321347,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_13/case4152/D_4152_1.RIGHT_MLO.png,19909.419463770013,18154.384889527213,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_13/case4152/D_4152_1.LEFT_MLO.png,18442.681025647245,15688.16360693365,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_13/case4152/D_4152_1.RIGHT_CC.png,18233.794774070957,12029.867538159553,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1065/A_1065_1.RIGHT_CC.png,18706.40342989285,18097.56955471188,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1065/A_1065_1.RIGHT_MLO.png,18721.818134745616,22170.308720353616,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1065/A_1065_1.LEFT_MLO.png,18480.644771864045,19626.5431533697,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1065/A_1065_1.LEFT_CC.png,17057.198993214475,17212.385530778432,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1037/A_1037_1.LEFT_MLO.png,20191.323515956286,18489.11178336012,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1037/A_1037_1.LEFT_CC.png,13936.451744225475,11046.135738352697,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1037/A_1037_1.RIGHT_CC.png,16054.840981580817,11878.911214963795,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1037/A_1037_1.RIGHT_MLO.png,20147.984324330253,19043.99743346095,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1009/A_1009_1.LEFT_CC.png,17662.835474377916,16465.663760649248,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1009/A_1009_1.RIGHT_MLO.png,20529.82523680575,22004.785288741034,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1009/A_1009_1.LEFT_MLO.png,20180.021634949837,21263.732494921842,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1009/A_1009_1.RIGHT_CC.png,18137.429998789772,16706.328053770765,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1048/A_1048_1.RIGHT_CC.png,14820.969199668694,12666.705049703236,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1048/A_1048_1.LEFT_MLO.png,20055.747623764262,19625.6072295866,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1048/A_1048_1.LEFT_CC.png,18860.797087192725,15198.512072005584,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1048/A_1048_1.RIGHT_MLO.png,20429.67386123327,21218.31300199373,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1050/A_1050_1.RIGHT_CC.png,10158.911201823492,8276.002163461448,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1050/A_1050_1.LEFT_MLO.png,14258.24015660846,12904.271661605124,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1050/A_1050_1.LEFT_CC.png,11870.934783825336,9861.38434808727,65534,0,65534
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1050/A_1050_1.RIGHT_MLO.png,13710.425455371806,12207.647852935503,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1002/A_1002_1.RIGHT_CC.png,20774.56010519361,15301.546827602588,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1002/A_1002_1.LEFT_MLO.png,22841.68213050629,21860.083854364017,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1002/A_1002_1.RIGHT_MLO.png,21237.094084539596,19764.958516659583,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1002/A_1002_1.LEFT_CC.png,20337.43993388832,15695.811642292634,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1059/A_1059_1.RIGHT_CC.png,20414.208163642434,19014.021828893074,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1059/A_1059_1.LEFT_MLO.png,19020.062975704623,19659.706082949087,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1059/A_1059_1.RIGHT_MLO.png,19796.14549830497,21670.39582973447,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1059/A_1059_1.LEFT_CC.png,17677.871504098974,16126.432392169647,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1036/A_1036_1.RIGHT_CC.png,14742.781101933559,14037.567834518648,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1036/A_1036_1.RIGHT_MLO.png,17384.849283966287,18208.996736068253,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1036/A_1036_1.LEFT_MLO.png,16482.73029979508,16155.867151753644,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1036/A_1036_1.LEFT_CC.png,16432.672321949864,14773.882540284929,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1063/A_1063_1.RIGHT_CC.png,16949.819184725773,17604.8590638176,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1063/A_1063_1.RIGHT_MLO.png,16734.446325698587,20181.68242675047,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1063/A_1063_1.LEFT_MLO.png,17042.32464864526,19679.03520845632,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1063/A_1063_1.LEFT_CC.png,16342.575464498716,17403.458850986295,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1070/A_1070_1.RIGHT_MLO.png,14979.66924437193,15305.629914047511,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1070/A_1070_1.RIGHT_CC.png,16498.234488021244,16549.22359794354,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1070/A_1070_1.LEFT_CC.png,14001.751306707441,13606.29692864399,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1070/A_1070_1.LEFT_MLO.png,15462.842643285025,15472.66494290158,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1016/A_1016_1.LEFT_MLO.png,18986.539249578702,20236.55825233199,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1016/A_1016_1.LEFT_CC.png,18947.087843211233,17862.045427694426,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1016/A_1016_1.RIGHT_MLO.png,20591.916888557247,24428.83744208888,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1016/A_1016_1.RIGHT_CC.png,16659.528163709492,16164.238797459626,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1058/A_1058_1.RIGHT_MLO.png,19195.408627273107,17803.319296447098,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1058/A_1058_1.LEFT_CC.png,19063.91760166439,16810.668474747876,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1058/A_1058_1.RIGHT_CC.png,17663.95507003889,14115.001333832484,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1058/A_1058_1.LEFT_MLO.png,19592.200755246165,17445.491561393577,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1080/A_1080_1.LEFT_CC.png,18482.204664462817,17220.547037538305,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1080/A_1080_1.RIGHT_CC.png,18221.8985342792,18249.888569320585,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1080/A_1080_1.RIGHT_MLO.png,19122.989290825124,19157.57039545121,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1080/A_1080_1.LEFT_MLO.png,18282.82873210147,17822.01475895736,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1062/A_1062_1.LEFT_MLO.png,14061.437279475153,13219.91753959078,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1062/A_1062_1.RIGHT_MLO.png,12130.610192385744,10712.498003685545,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1062/A_1062_1.LEFT_CC.png,16337.596596333355,13065.64928962764,65534,0,65534
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1062/A_1062_1.RIGHT_CC.png,15001.999810994326,11282.85830281597,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1035/A_1035_1.LEFT_MLO.png,16382.353013594313,16453.02552692331,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1035/A_1035_1.LEFT_CC.png,15150.817531528613,13708.458051530564,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1035/A_1035_1.RIGHT_MLO.png,12614.196231414415,9771.616214463873,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1035/A_1035_1.RIGHT_CC.png,13543.609533006564,11622.62905542559,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1039/A_1039_1.RIGHT_MLO.png,16691.001566748033,18406.168242249016,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1039/A_1039_1.RIGHT_CC.png,15290.985494564327,13507.617943320472,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1039/A_1039_1.LEFT_MLO.png,15173.435119026386,15863.20108838942,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1039/A_1039_1.LEFT_CC.png,13053.919197930882,12096.892174649709,65534,0,65534
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1040/A_1040_1.RIGHT_CC.png,13742.103919305637,11918.647717646862,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1040/A_1040_1.LEFT_MLO.png,17771.7619046556,19101.685652221324,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1040/A_1040_1.RIGHT_MLO.png,16477.908947972937,18038.411887289923,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1040/A_1040_1.LEFT_CC.png,16221.68218493673,14659.118491475183,65534,0,65534
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1056/A_1056_1.RIGHT_CC.png,17117.81611175093,15758.988075543526,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1056/A_1056_1.LEFT_CC.png,17052.779284752716,15972.306954695112,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1056/A_1056_1.LEFT_MLO.png,18605.777954466303,20210.629163761812,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1056/A_1056_1.RIGHT_MLO.png,17836.19077264639,19450.655772179944,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1005/A_1005_1.RIGHT_MLO.png,14650.26782422095,18765.83989128481,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1005/A_1005_1.RIGHT_CC.png,17132.940106214526,21218.845966279092,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1005/A_1005_1.LEFT_MLO.png,16730.249573869332,20503.9171400178,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1005/A_1005_1.LEFT_CC.png,15992.258241600239,20037.40117480544,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1047/A_1047_1.RIGHT_CC.png,13170.212825027926,10173.679285971852,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1047/A_1047_1.LEFT_MLO.png,17901.71572340844,19033.41154440397,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1047/A_1047_1.RIGHT_MLO.png,13314.659599526109,12876.995245505268,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1047/A_1047_1.LEFT_CC.png,11284.111467755347,8135.500077335936,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1019/A_1019_1.LEFT_CC.png,16409.545966245816,15031.351037359891,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1019/A_1019_1.LEFT_MLO.png,13832.710429750927,12684.15513063862,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1019/A_1019_1.RIGHT_MLO.png,17176.010373722074,17574.932145868403,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1019/A_1019_1.RIGHT_CC.png,18013.662483581127,15205.511522737359,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1022/A_1022_1.RIGHT_MLO.png,20607.252802395058,20138.91236762793,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1022/A_1022_1.LEFT_MLO.png,21989.974878903642,21067.715477329206,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1022/A_1022_1.RIGHT_CC.png,17588.20280118651,13796.106457334365,65535,0,65535
/media/HD/mamo/DDSM_png_noclipping/cases/cancers/cancer_03/case1022/A_1022_1.LEFT_CC.png,19193.71933318109,14700.984476660775,65535,0,65535
