id,box_x1,box_y1,box_x2,box_y2,score
P_00022_LEFT_CC,45.75,1488.34,1698.47,2756.84,0.0965
P_00022_LEFT_CC,1007.25,2381.72,1134.69,2505.49,0.0801
P_00022_LEFT_MLO,560.73,1121.53,1264.54,1804.82,0.1205
P_00022_LEFT_MLO,1630.79,2097.09,2257.72,2756.19,0.0768
P_00022_LEFT_MLO,200.80,2497.62,674.22,3031.04,0.0532
P_00022_LEFT_MLO,78.39,927.79,1637.40,2020.66,0.1874
P_00022_LEFT_MLO,1536.31,2112.62,2192.11,2781.81,0.0710
P_00023_RIGHT_CC,976.48,3492.06,1255.07,3791.17,0.0801
P_00023_RIGHT_CC,1215.53,2473.24,1639.66,2901.09,0.7662
P_00024_LEFT_CC,1909.22,2630.30,2216.94,2954.92,0.3239
P_00024_LEFT_CC,2364.23,1076.48,3135.80,1763.45,0.0715
P_00024_LEFT_CC,1969.25,2690.08,2127.10,2859.13,0.1441
P_00024_LEFT_MLO,1927.99,2342.54,2396.42,2691.59,0.1012
P_00024_LEFT_MLO,2994.59,2136.52,3179.09,2317.70,0.0737
P_00024_LEFT_MLO,2033.82,4264.33,2511.24,4550.79,0.0520
P_00024_LEFT_MLO,2683.79,297.52,3350.65,1005.55,0.0508
P_00024_LEFT_MLO,2994.69,2136.91,3179.06,2317.05,0.0566
P_00026_LEFT_CC,1996.79,3579.20,2569.09,4195.42,0.8110
P_00026_LEFT_CC,2175.44,3775.63,2369.47,3949.63,0.2750
P_00026_LEFT_CC,1406.95,2228.46,2240.92,2957.71,0.0897
P_00026_LEFT_CC,1635.27,3841.07,2108.11,4332.88,0.0801
P_00026_LEFT_CC,2566.29,2051.67,3105.83,2433.90,0.0739
P_00026_LEFT_CC,2758.57,3397.15,3126.54,3766.06,0.0539
P_00026_LEFT_CC,2811.38,3488.38,3026.70,3692.31,0.3266
P_00026_LEFT_CC,1741.58,3883.69,2014.51,4259.72,0.2377
P_00026_LEFT_MLO,1872.46,4031.83,2321.72,4611.27,0.7342
P_00026_LEFT_MLO,2208.57,3335.69,2978.61,4020.62,0.3207
P_00026_LEFT_MLO,2359.12,3492.81,2790.30,3869.32,0.4361
P_00026_LEFT_MLO,1323.90,3336.50,1742.38,3793.14,0.0949
P_00026_LEFT_MLO,1981.51,4189.17,2210.37,4401.35,0.0771
P_00027_RIGHT_CC,2766.38,3254.41,3210.43,3704.48,0.6770
P_00027_RIGHT_CC,2073.15,4305.41,2377.87,4582.70,0.2082
P_00027_RIGHT_CC,3105.51,2834.83,3468.40,3228.94,0.1820
P_00027_RIGHT_CC,2313.13,2537.11,2529.88,2744.44,0.1105
P_00027_RIGHT_CC,2367.96,1394.87,2987.92,2018.72,0.0841
P_00027_RIGHT_CC,2111.93,4317.41,2317.59,4509.17,0.2222
P_00027_RIGHT_CC,2325.42,2518.76,2505.61,2687.56,0.1283
P_00027_RIGHT_CC,2863.00,3352.96,3056.31,3554.44,0.0672
P_00027_RIGHT_CC,2452.24,1985.97,3636.15,3261.36,0.0521
P_00027_RIGHT_MLO,2322.70,2449.82,2807.67,2889.08,0.8858
P_00027_RIGHT_MLO,1819.51,1647.48,2184.21,2008.63,0.1927
P_00027_RIGHT_MLO,2379.97,4315.20,2759.94,4686.21,0.1526
P_00027_RIGHT_MLO,2247.02,2326.45,3073.43,3031.51,0.0718
P_00028_LEFT_MLO,1233.66,3636.63,1973.82,4291.90,0.2569
P_00028_LEFT_MLO,1799.06,2375.74,1950.86,2541.42,0.1882
P_00028_LEFT_MLO,1611.65,2487.36,1920.74,2906.62,0.1114
P_00028_LEFT_MLO,1230.13,3637.77,1974.29,4290.26,0.0927
P_00029_LEFT_CC,2208.73,3428.77,2690.37,3914.38,0.5883
P_00029_LEFT_CC,1765.77,2669.98,2153.45,3066.09,0.2896
P_00029_LEFT_CC,2162.49,2828.84,2885.01,3562.58,0.2086
P_00029_LEFT_CC,2478.45,4114.79,2847.16,4590.85,0.1224
P_00029_LEFT_CC,2163.19,2826.67,2886.27,3567.83,0.3197
P_00029_LEFT_CC,2435.85,4055.86,2833.15,4590.83,0.1263
P_00029_LEFT_MLO,2235.52,4642.85,2700.18,5185.81,0.7447
P_00029_LEFT_MLO,1884.89,3550.77,2335.16,4055.30,0.3098
P_00029_LEFT_MLO,1950.87,3289.32,2179.88,3506.43,0.2895
P_00029_LEFT_MLO,1615.04,4107.89,2037.31,4487.78,0.1508
P_00029_LEFT_MLO,1535.30,3308.09,1822.87,3642.92,0.0586
P_00029_LEFT_MLO,1950.76,3289.20,2180.32,3508.79,0.2155
P_00029_LEFT_MLO,1660.76,4131.32,2085.71,4537.15,0.2053
P_00029_LEFT_MLO,2341.87,4739.56,2635.94,5075.75,0.1879
P_00029_LEFT_MLO,1732.76,4212.64,1871.44,4334.14,0.1494
P_00029_LEFT_MLO,1587.90,3336.51,1826.50,3574.03,0.1294
P_00029_LEFT_MLO,1553.13,3243.81,2728.64,4711.21,0.1241
P_00030_LEFT_CC,650.94,2860.36,857.69,3085.20,0.1852
P_00030_LEFT_CC,108.15,1521.25,298.28,1714.44,0.0976
P_00030_LEFT_CC,759.64,1823.91,1024.11,2148.87,0.0700
P_00030_LEFT_CC,690.17,2899.22,842.93,3055.97,0.5200
P_00030_LEFT_CC,411.73,2655.71,950.76,3142.14,0.0998
P_00030_LEFT_CC,93.80,1461.54,295.97,1702.18,0.0701
P_00030_LEFT_CC,541.09,2797.01,697.50,2942.96,0.0517
P_00030_LEFT_MLO,256.54,2503.40,422.76,2692.36,0.1299
P_00030_LEFT_MLO,112.74,3048.34,384.66,3313.41,0.0544
P_00030_LEFT_MLO,244.17,2478.62,403.78,2660.77,0.3477
P_00030_RIGHT_CC,2249.16,2130.95,2507.24,2489.75,0.3168
P_00030_RIGHT_CC,1938.64,1750.44,2176.35,2012.96,0.0945
P_00030_RIGHT_CC,2622.13,1979.14,2795.52,2180.72,0.0668
P_00030_RIGHT_CC,2836.03,1762.03,3067.14,2084.14,0.0560
P_00030_RIGHT_CC,2620.05,2001.57,2769.96,2157.32,0.4905
P_00030_RIGHT_CC,1918.89,2240.23,2060.45,2388.13,0.1221
P_00030_RIGHT_CC,2579.67,739.24,2990.83,1119.57,0.1094
P_00030_RIGHT_CC,1992.86,1844.75,2087.63,1924.87,0.0971
P_00030_RIGHT_CC,2214.41,2163.89,2484.16,2507.82,0.0755
P_00030_RIGHT_CC,1922.91,1683.84,2178.19,1994.38,0.0695
P_00030_RIGHT_MLO,2712.65,130.07,2999.35,477.84,0.5580
P_00030_RIGHT_MLO,2408.71,3128.80,2720.74,3400.93,0.0618
P_00030_RIGHT_MLO,1803.58,2218.57,2385.38,2769.95,0.4818
P_00030_RIGHT_MLO,2739.41,170.54,2974.40,443.36,0.0888
P_00030_RIGHT_MLO,1667.44,2993.50,1810.86,3161.78,0.0791
P_00030_RIGHT_MLO,2454.29,2251.19,2564.99,2359.97,0.0739
P_00031_LEFT_CC,1263.56,2147.19,1672.51,2495.97,0.4146
P_00031_LEFT_CC,1084.51,2467.04,1731.42,3024.60,0.1134
P_00031_LEFT_CC,2068.19,1196.79,2473.79,1588.54,0.0727
P_00031_LEFT_CC,1139.78,1462.45,1492.27,1769.79,0.0566
P_00031_LEFT_CC,917.07,2946.96,1237.81,3267.00,0.0561
P_00031_LEFT_CC,1841.11,1119.29,2530.05,1793.15,0.1022
P_00032_RIGHT_CC,1311.44,2605.51,1546.49,2895.53,0.4283
P_00032_RIGHT_CC,2130.84,2810.38,2524.73,3136.07,0.2687
P_00032_RIGHT_CC,1667.55,1687.20,2306.53,2388.98,0.2644
P_00032_RIGHT_CC,2114.38,1436.86,2560.84,1741.52,0.1037
P_00032_RIGHT_CC,1310.52,2606.93,1546.76,2896.06,0.1715
P_00032_RIGHT_CC,1538.82,1202.47,2595.97,2593.71,0.1214
P_00032_RIGHT_MLO,926.43,2856.07,1276.10,3218.39,0.5367
P_00032_RIGHT_MLO,1275.29,1972.98,1898.05,2594.53,0.3921
P_00032_RIGHT_MLO,1190.93,3126.40,1833.07,3671.37,0.2689
P_00032_RIGHT_MLO,1248.84,2519.58,1744.09,3102.29,0.1895
P_00032_RIGHT_MLO,1281.76,1904.29,1837.73,2592.80,0.5235
P_00032_RIGHT_MLO,1246.96,2516.92,1745.50,3103.33,0.1041
P_00032_RIGHT_MLO,1863.10,2455.26,2523.01,3106.64,0.0627
P_00032_RIGHT_MLO,859.45,2735.09,1344.58,3273.79,0.0537
P_00034_RIGHT_CC,637.56,1952.83,1055.70,2325.98,0.5388
P_00034_RIGHT_CC,1153.04,1872.24,1997.70,2741.20,0.0858
P_00034_RIGHT_CC,882.51,1267.56,1195.50,1633.62,0.0610
P_00034_RIGHT_CC,447.43,1105.19,1330.15,1844.54,0.7166
P_00034_RIGHT_CC,1152.88,1867.40,1999.45,2750.28,0.2985
P_00034_RIGHT_CC,951.88,1285.46,1166.18,1534.73,0.1605
P_00034_RIGHT_MLO,1116.95,1095.89,1662.47,1597.20,0.4334
P_00034_RIGHT_MLO,1572.17,3367.55,2435.99,4212.63,0.1096
P_00034_RIGHT_MLO,1736.58,1877.05,2309.88,2604.50,0.0714
P_00034_RIGHT_MLO,1035.57,4327.55,1693.63,5039.35,0.0529
P_00034_RIGHT_MLO,1575.10,3364.73,2435.35,4217.28,0.5355
P_00034_RIGHT_MLO,1892.61,2008.36,2155.57,2392.35,0.2936
P_00034_RIGHT_MLO,1032.50,4324.84,1699.18,5039.88,0.1520
P_00037_RIGHT_CC,1798.72,2425.27,2287.87,2855.64,0.2524
P_00037_RIGHT_CC,1236.33,2148.77,1822.82,2718.82,0.0640
P_00037_RIGHT_CC,1422.82,1272.48,2043.17,1846.47,0.0588
P_00037_RIGHT_CC,1421.12,1273.69,2048.19,1848.12,0.1741
P_00037_RIGHT_CC,1013.64,1793.02,1991.80,2814.40,0.0943
P_00037_RIGHT_CC,1817.16,2473.77,2176.93,2774.42,0.0912
P_00037_RIGHT_MLO,2655.32,930.92,2831.71,1136.89,0.4259
P_00037_RIGHT_MLO,2535.75,596.80,2751.90,790.76,0.4052
P_00037_RIGHT_MLO,1110.24,2946.31,1678.09,3516.46,0.2850
P_00037_RIGHT_MLO,2809.09,621.66,2925.44,730.42,0.1204
P_00037_RIGHT_MLO,1271.74,1969.92,1866.34,2626.89,0.2967
P_00037_RIGHT_MLO,2654.57,930.90,2831.39,1136.80,0.1355
P_00037_RIGHT_MLO,1208.01,3068.33,1539.02,3348.19,0.0831
P_00037_RIGHT_MLO,2534.43,597.02,2750.74,790.39,0.0544
P_00038_LEFT_CC,282.29,1780.75,585.04,2061.14,0.0988
P_00038_LEFT_CC,140.47,1659.01,707.31,2256.22,0.1923
P_00038_LEFT_CC,43.82,2347.40,313.74,2639.41,0.1100
P_00038_LEFT_MLO,117.08,728.51,471.22,1097.53,0.7594
P_00038_LEFT_MLO,234.77,196.74,472.34,496.11,0.3889
