id,box_x1,box_y1,box_x2,box_y2,score
134057,867.34,1473.70,953.84,1555.80,0.2055
134057,14.37,786.06,296.92,1033.02,0.7471
134057,376.01,1274.25,611.13,1512.03,0.2021
134057,557.99,1916.05,798.37,2139.77,0.1016
134057,6.16,586.80,235.71,786.71,0.0641
134060,1538.59,1888.57,1664.16,2021.77,0.1223
134060,1050.44,2043.68,1187.67,2337.91,0.0544
134060,1521.01,1864.66,1727.66,2043.99,0.2685
134060,2458.31,2920.90,2543.15,3047.48,0.2547
134060,1636.06,1343.10,1890.51,1548.68,0.1733
134060,1421.22,1332.27,1631.68,1568.01,0.1039
134060,1223.66,1734.02,1368.90,1982.12,0.0993
134060,1051.16,2041.50,1187.76,2339.46,0.0832
134060,1889.57,2045.24,2129.47,2266.34,0.0689
134060,1592.82,1937.06,1647.35,1979.89,0.0567
134062,1111.37,1697.57,1241.65,1808.36,0.0923
134062,285.58,1699.17,505.79,1949.92,0.0523
134062,1077.45,1657.03,1295.76,1818.82,0.7089
134062,667.44,1760.22,803.67,1869.65,0.5948
134062,285.31,1698.39,506.52,1952.16,0.4816
134062,1.48,2868.83,174.77,3107.97,0.4292
134062,343.97,2065.08,743.81,2468.41,0.1214
134062,1047.28,2104.40,1168.00,2222.78,0.1013
134062,567.22,1691.06,1044.28,2040.64,0.0508
148418,1050.03,1712.78,1243.79,1912.05,0.1039
148418,1789.17,942.30,2169.86,1423.02,0.4267
148421,641.59,1069.16,919.49,1291.45,0.2682
148421,1148.23,1035.27,1255.67,1155.20,0.1868
148421,1154.74,1615.63,1405.57,1830.93,0.1291
148421,614.30,1050.76,900.79,1279.40,0.4808
148421,649.62,1068.34,1431.88,1746.68,0.2650
148423,1501.51,1346.79,1725.18,1539.93,0.2732
148423,1153.78,1911.91,1244.70,2000.50,0.1589
148423,1638.03,2200.56,1857.56,2416.67,0.2709
148423,1153.61,1911.80,1244.83,2000.80,0.1286
148423,1406.94,1264.01,1796.82,1623.51,0.0694
148425,749.26,1193.98,916.63,1404.75,0.1666
148425,542.20,1467.58,693.15,1646.92,0.1644
148425,593.57,2123.30,872.31,2319.70,0.1075
148425,530.01,1465.74,728.45,1659.86,0.4111
148425,901.49,1936.05,1162.46,2194.68,0.1014
148425,591.22,2123.13,873.33,2319.17,0.0857
148425,821.88,1241.01,884.62,1300.56,0.0617
148425,1008.02,1522.38,1409.49,1903.26,0.0599
148427,1616.37,1013.87,2303.65,1483.01,0.2572
148430,1110.25,1540.83,1299.58,1732.21,0.0942
148430,688.61,1432.32,824.44,1567.62,0.0814
148430,524.05,988.12,792.48,1192.01,0.6620
148430,537.21,936.42,1333.55,1608.95,0.3882
148430,1085.64,1538.00,1335.52,1748.69,0.1553
148430,687.57,1432.16,825.62,1566.97,0.0951
148430,1447.51,1270.51,1631.26,1493.58,0.0570
148430,1026.62,716.21,1195.18,898.40,0.0520
148433,1462.42,1872.03,1677.12,2130.89,0.0926
148433,1656.64,2093.54,1821.80,2267.12,0.6077
148433,1947.56,1946.28,2171.21,2112.92,0.3328
148433,1794.92,1395.36,2078.19,1589.58,0.2435
148433,2169.38,519.01,2402.12,744.04,0.0964
148433,1463.24,1870.55,1678.14,2130.75,0.0692
148435,894.91,1066.95,1048.07,1230.06,0.4809
148435,719.64,2031.50,854.21,2142.40,0.0635
148435,59.04,2929.92,227.54,3100.01,0.0563
148435,1380.87,1495.16,1529.98,1650.32,0.0558
148435,1362.41,1475.07,1551.18,1658.40,0.5978
148435,60.38,2929.19,227.48,3099.72,0.1042
148435,921.82,1098.47,1025.47,1200.14,0.0900
148435,866.29,1391.37,1646.25,2032.68,0.0805
148435,718.32,2031.19,854.65,2143.12,0.0608
151845,2098.78,1122.75,2251.65,1311.87,0.5748
151846,672.57,1680.63,906.40,1973.36,0.7834
151846,141.68,870.72,563.65,1213.03,0.4838
151846,514.15,1622.54,942.62,2055.71,0.2456
151846,70.34,827.46,610.26,1238.43,0.1757
151846,82.56,832.04,190.30,958.98,0.0636
151849,569.18,2082.43,811.54,2276.68,0.0605
151849,646.87,1011.53,838.96,1233.40,0.2937
151852,2015.14,1707.24,2133.16,1838.99,0.2422
151852,1938.14,1608.95,2348.86,2019.35,0.0629
151852,1899.87,1606.07,2309.43,1980.17,0.3169
151852,2034.39,1716.02,2142.95,1825.20,0.2130
151892,1864.91,1802.52,2168.16,2066.14,0.1867
151892,1709.20,1756.92,1849.36,1881.32,0.1720
151892,2436.16,1182.80,2615.93,1375.63,0.8124
151892,1708.68,1757.34,1849.56,1881.46,0.2009
151892,1817.62,1737.47,2218.78,2163.62,0.1178
151892,1963.32,852.47,2205.02,1070.69,0.0652
151894,904.83,535.92,1217.31,735.52,0.1766
151894,1519.44,2231.91,1716.32,2411.96,0.0769
151894,1052.46,808.57,1445.43,1106.52,0.0605
151894,1341.96,1171.39,1676.87,1529.99,0.6325
151894,1048.32,807.19,1449.81,1106.66,0.2689
151894,902.48,537.49,1217.54,736.36,0.1841
151894,2265.38,2650.41,2379.66,2759.07,0.0889
151894,1494.11,2212.48,1750.58,2424.70,0.0635
151898,328.20,373.12,497.54,517.58,0.5773
151898,336.96,947.64,500.56,1133.47,0.5310
151898,2327.35,3104.52,2506.46,3301.50,0.4318
151898,103.97,600.02,239.02,714.06,0.1605
151898,2367.74,2372.39,2479.42,2506.89,0.0905
151898,336.06,947.72,499.47,1133.29,0.0641
151901,2157.18,1616.87,2348.11,1804.63,0.0541
151901,1045.77,1678.41,1279.22,1892.08,0.0517
151901,2128.50,1572.61,2326.78,1801.91,0.8103
151901,1027.75,1643.69,1320.98,1898.66,0.6126
151901,3225.78,368.04,3324.76,567.36,0.1532
151901,1236.02,1470.85,1630.55,1918.62,0.0596
151905,988.54,661.05,1364.22,858.41,0.4603
151905,1208.30,997.69,1417.13,1201.61,0.1867
151905,1227.69,1012.30,1404.87,1166.27,0.5074
151905,1730.27,1319.26,1935.13,1613.84,0.2441
151905,1467.39,1054.26,1743.09,1334.03,0.0873
151905,1104.85,876.30,2020.12,1771.41,0.0658
151905,1867.95,2491.51,1994.46,2640.97,0.0568
157951,2247.64,1062.69,2306.80,1110.78,0.0600
157951,2235.38,1051.66,2304.42,1110.35,0.2346
157951,2326.68,1353.61,2507.28,1527.01,0.1192
157951,2192.83,978.63,2476.22,1164.42,0.0583
157954,0.64,2971.30,102.16,3178.77,0.2252
157954,131.93,1773.64,246.27,1879.79,0.1144
157954,243.09,1445.72,470.43,1646.19,0.0523
157959,1758.39,1327.81,1845.37,1398.99,0.0793
157959,1758.54,1327.86,1845.76,1399.42,0.2189
178221,2156.12,1832.24,2399.13,2085.94,0.7412
178221,1242.01,2004.93,1390.18,2206.19,0.2071
178221,1657.16,1988.04,1798.40,2136.29,0.0721
178221,1656.54,1987.68,1798.91,2137.49,0.2570
178221,2021.60,1877.52,2139.26,1983.04,0.0970
178221,2053.24,1747.75,2467.77,2125.76,0.0858
178221,1242.04,2004.12,1390.00,2205.93,0.0729
178221,2151.09,2376.90,2403.55,2637.80,0.0575
178221,2396.48,1507.26,2658.88,1763.04,0.0510
178225,1190.93,3088.82,1483.71,3308.26,0.0557
178225,1190.31,3089.22,1485.48,3311.19,0.5224
178225,936.37,1832.84,1218.12,2189.10,0.4897
178225,1384.89,2714.72,1619.43,2989.22,0.4731
178225,8.93,2130.76,132.31,2287.07,0.0741
178225,1123.92,2350.03,1266.01,2481.05,0.0623
178227,1321.46,1519.07,1561.71,1844.25,0.0678
178227,848.50,940.52,1182.92,1208.86,0.3982
178227,1297.04,1499.41,1550.18,1809.42,0.3335
178227,693.99,1866.03,1167.05,2403.20,0.1732
178227,1219.05,1713.07,1663.93,2256.47,0.0947
178227,521.58,1119.15,780.39,1390.18,0.0615
178231,3229.32,772.56,3326.32,935.79,0.3967
178231,1810.33,2658.54,2146.23,2923.71,0.0751
178231,1407.68,2404.83,1669.81,2720.62,0.0548
178231,1718.22,1718.37,2098.31,1969.57,0.0544
178231,2812.40,461.42,3317.63,1052.38,0.8093
178231,1810.51,2658.85,2147.95,2925.04,0.6984
178231,1612.76,1663.20,2146.03,2165.38,0.4094
178231,1409.79,2402.43,1670.43,2721.80,0.1664
178231,3209.26,750.22,3327.00,943.42,0.1650
178231,2076.15,2107.66,2364.69,2359.71,0.1223
178231,3203.45,584.49,3316.55,727.52,0.0940
189982,3055.25,1524.91,3266.59,1743.26,0.7639
189982,2569.78,1216.02,2815.92,1456.68,0.6006
189982,2480.75,2724.39,2588.04,2823.96,0.2686
189982,2538.47,1147.44,3300.09,1970.05,0.1117
189986,81.20,1349.79,530.51,1800.86,0.0524
189986,81.14,1346.72,532.13,1803.10,0.2119
189992,2546.85,1367.66,2655.28,1468.96,0.0743
189992,2516.56,1325.91,2691.39,1534.63,0.6993
189992,2725.49,1911.11,2865.95,2032.66,0.1162
189995,3041.33,1508.25,3298.19,1813.35,0.3596
189995,2575.11,1116.61,2814.08,1343.87,0.0872
189999,81.30,1256.64,609.42,1774.44,0.2331
190002,811.31,1628.16,946.61,1758.19,0.6772
190002,516.03,1508.20,1033.27,1937.92,0.2460
190002,448.38,2208.77,760.99,2447.27,0.1933
190002,616.76,1656.62,751.93,1781.95,0.1019
190002,1011.48,1908.27,1138.39,2032.39,0.0806
190006,2240.51,1271.26,2471.43,1614.48,0.3578
203913,2753.79,1749.04,3061.36,1983.02,0.2176
203913,2365.02,1774.36,2572.04,1966.44,0.0798
203913,1956.71,1810.35,2197.56,2035.11,0.7695
203913,1714.93,1984.83,1902.17,2200.44,0.7670
203913,2407.20,1791.33,2561.83,1940.55,0.5328
203913,2752.83,1749.67,3062.94,1982.36,0.2840
203913,3248.23,3720.35,3327.00,3916.33,0.2374
203913,2292.83,2118.04,2606.07,2365.63,0.1524
203913,1753.36,1510.33,2019.80,1751.14,0.1331
203916,2288.58,1641.32,2447.25,1797.69,0.1271
203916,2576.91,1478.36,2955.15,1883.07,0.1007
203916,1828.28,1657.77,1993.59,1851.41,0.8241
203916,2621.17,1507.20,3002.38,1775.25,0.7676
203916,2192.90,2004.71,2350.01,2134.45,0.6236
203916,1568.54,1904.80,1821.87,2248.39,0.4677
203916,2877.64,858.25,3223.49,1121.43,0.0984
203916,2288.30,1640.95,2447.11,1797.34,0.0872
203919,1296.90,1878.21,1476.73,2050.12,0.0625
203919,49.55,3396.32,180.59,3495.15,0.0618
203919,1321.46,1885.83,1465.29,2016.59,0.6854
203919,1557.37,1419.23,1742.72,1641.06,0.5038
203919,49.30,3396.08,181.29,3495.64,0.4398
203919,1535.90,1682.75,1666.32,1808.02,0.1668
203922,5.90,397.29,226.65,770.58,0.0605
203922,6.33,395.90,228.54,771.49,0.1292
203922,1062.83,1532.82,1278.50,1752.35,0.0626
203922,1800.42,2499.72,2047.63,2792.50,0.0521
203925,2830.87,351.49,2969.60,465.35,0.3196
203925,3124.26,362.20,3255.51,472.96,0.2378
203925,1449.35,2289.37,1613.88,2432.94,0.2078
203925,2074.66,1703.27,2348.39,1970.03,0.1812
203925,3187.52,3199.88,3324.80,3422.35,0.0706
203925,1482.38,1716.26,2010.95,2153.74,0.0535
203929,2560.92,1717.54,2922.58,1969.78,0.0507
203929,1355.16,2097.87,1486.93,2248.04,0.5114
203929,1446.40,2097.64,1711.96,2365.37,0.5099
203929,2463.05,1590.86,3029.55,2044.29,0.1741
203929,1578.90,2406.06,1678.67,2499.82,0.1458
203929,1797.59,2983.38,1926.16,3108.65,0.1127
203929,1764.94,2213.44,1868.90,2322.14,0.0658
203929,2034.66,2133.11,2306.70,2355.40,0.0533
203932,1267.56,1977.15,1388.66,2092.99,0.0829
203932,1267.65,1977.29,1389.44,2093.76,0.5564
203932,1214.93,2230.14,1569.75,2491.48,0.1194
203932,1492.08,1878.80,1928.16,2325.82,0.1191
203935,3096.08,516.00,3249.63,629.17,0.2377
203935,1901.51,1777.15,2080.83,1979.55,0.0983
203935,1901.45,1778.25,2081.15,1980.87,0.7025
203935,1601.69,2099.51,1791.16,2283.01,0.6213
203935,3141.53,3190.95,3265.05,3342.88,0.3153
203935,1373.40,1588.98,2157.56,2550.70,0.0620
203938,837.36,1684.92,1145.06,1955.89,0.0537
203938,27.58,3262.80,194.95,3445.50,0.0907
203938,1518.24,2301.18,1842.04,2572.44,0.0690
203941,2565.64,1875.76,2761.48,2035.72,0.1267
203941,2127.03,1925.46,2270.24,2051.98,0.0879
203941,2517.30,1798.84,2871.03,2064.27,0.7868
203941,1815.70,2620.05,1903.90,2701.37,0.1154
203941,2054.70,2263.02,2192.36,2360.46,0.0798
203941,1736.16,2466.60,2068.22,2715.40,0.0739
203941,1852.57,2891.93,1950.99,2971.84,0.0530
203943,1576.81,1835.03,1799.08,2116.15,0.3720
203943,1682.04,2080.11,1970.60,2351.79,0.2563
203943,1418.61,1586.67,1526.04,1690.47,0.1644
203943,173.30,3654.56,292.67,3780.93,0.1002
203943,1405.61,2059.80,1525.13,2172.26,0.0729
203943,1377.37,2393.38,1539.23,2527.35,0.0514
203946,2659.21,522.15,2790.20,625.74,0.3145
203946,2948.50,550.59,3090.64,660.13,0.2471
203946,2592.50,302.92,2858.09,842.93,0.0936
203946,2923.10,506.51,3244.14,731.07,0.2401
205632,1803.27,971.98,2009.74,1210.32,0.2320
205632,1906.99,1697.93,2313.00,2056.80,0.1028
205632,1994.38,799.90,2128.27,927.16,0.0915
205632,2033.17,659.80,2532.92,1022.71,0.0887
205634,5.08,574.19,386.74,1194.20,0.2931
205634,163.27,688.88,266.65,763.87,0.1462
205634,1.88,635.90,63.67,759.88,0.1308
205636,507.04,1432.45,935.23,1794.91,0.2859
205639,1802.17,1439.04,2193.58,1917.19,0.2302
205641,479.81,1038.80,746.88,1256.48,0.5080
210788,1669.10,1583.21,1910.24,1889.44,0.1935
210788,3106.26,1298.91,3214.24,1412.79,0.0794
210788,1623.00,1332.16,1781.54,1552.51,0.0547
210793,844.67,1575.12,1030.23,1794.65,0.0500
210793,1237.94,1293.28,1381.45,1453.57,0.6045
210793,844.52,1574.75,1031.70,1794.51,0.2379
210793,395.82,1341.07,682.66,1607.75,0.2227
210793,0.40,7.47,115.52,352.02,0.1432
210793,154.51,845.87,700.32,1316.75,0.0621
210793,956.31,2064.79,1196.61,2348.11,0.0616
210797,442.86,775.36,578.56,931.80,0.1357
210797,1578.05,2896.06,1699.11,3042.79,0.1010
210802,1470.34,1866.76,1985.53,2334.54,0.6548
210802,1543.78,2449.88,1808.76,2806.03,0.2436
210802,1967.77,2090.44,2267.65,2350.78,0.0617
210808,2668.55,2762.31,2769.22,2856.60,0.1537
210808,3205.90,369.11,3327.00,680.18,0.0764
210813,1.59,482.10,91.63,783.27,0.2031
210813,1136.01,1532.90,1320.53,1760.03,0.1480
210819,52.88,628.68,197.78,809.08,0.1246
210819,419.41,542.39,586.38,758.11,0.1073
210819,823.60,1227.76,950.17,1354.69,0.0885
210819,1532.90,2620.42,1692.34,2767.60,0.0742
210819,1244.68,1710.54,1564.58,2001.63,0.4817
210819,1488.96,2564.17,1735.71,2787.63,0.1794
210819,66.79,1206.43,586.82,1712.61,0.0877
210819,773.80,1685.88,1306.23,2187.43,0.0732
210825,1425.40,1716.90,1936.19,2166.45,0.5168
210825,2886.77,3213.67,3064.79,3417.87,0.1816
210825,2145.59,2744.70,2270.93,2870.81,0.1812
210825,1281.77,2342.52,1759.31,2896.38,0.1549
210825,1315.13,2672.16,1433.15,2808.70,0.0605
210825,1801.17,2167.12,2408.16,2667.31,0.0515
210831,1666.74,1495.73,1910.57,1831.98,0.3884
210831,3217.21,272.77,3327.00,452.28,0.1099
210831,3123.27,1169.84,3253.05,1299.23,0.0620
210835,1562.81,1554.31,1759.48,1800.44,0.3589
210835,1008.12,1984.91,1145.96,2151.24,0.1205
210835,1035.38,2008.78,1149.67,2134.95,0.2706
210835,1572.57,1491.89,1786.20,1781.87,0.1843
210835,439.22,955.65,931.26,1477.25,0.0821
210840,318.18,622.65,496.13,821.52,0.0675
210840,1257.39,1788.98,1676.73,2285.83,0.3370
210840,103.95,3436.48,273.09,3638.75,0.2398
210840,1392.99,2859.72,1641.61,3171.09,0.0852
210844,3219.92,768.64,3327.00,947.05,0.5163
210844,1455.76,1973.95,1982.96,2452.62,0.1589
210844,2788.02,578.59,3326.93,1132.79,0.1523
210844,2447.74,1885.99,2715.86,2113.02,0.0571
210844,1409.11,2704.52,1642.93,3062.15,0.0535
220125,3154.87,3071.77,3244.80,3147.33,0.0734
220125,1403.14,2072.53,1584.86,2300.70,0.2545
220125,3143.58,3049.17,3273.16,3179.94,0.1976
220125,1785.63,1407.68,1874.40,1507.84,0.0636
220128,304.79,2184.58,509.36,2417.01,0.0622
220128,747.30,1428.51,946.96,1579.01,0.0510
220128,785.94,1565.58,1255.13,2019.09,0.3931
220128,466.39,1752.96,806.47,1932.49,0.3130
220128,311.43,2256.65,453.50,2396.41,0.0883
220128,745.65,1428.42,946.94,1579.34,0.0518
220131,3062.95,3401.30,3192.23,3628.65,0.5325
220131,1542.18,2798.47,1660.74,2902.27,0.2382
220131,2716.74,454.67,2846.00,587.21,0.1121
220134,370.88,2014.10,595.22,2294.74,0.2395
220134,53.68,2150.58,192.32,2280.84,0.1772
220134,931.54,1974.63,1083.09,2159.42,0.0941
220134,1235.73,2017.52,1525.44,2281.53,0.4517
220134,418.03,2080.43,554.64,2219.46,0.1129
220134,854.39,1829.35,1211.07,2050.52,0.0623
